Index,AlbumName,Artist,Explicit,Genre,TrackCount
778,Queen II,Queen,notExplicit,Rock,11
779,Night Visions,Imagine Dragons,notExplicit,Alternative,14
780,Evolve,Imagine Dragons,notExplicit,Alternative,12
781,Night Visions (Deluxe Version),Imagine Dragons,notExplicit,Alternative,19
782,Origins (Deluxe),Imagine Dragons,notExplicit,Alternative,16
783,Smoke + Mirrors,Imagine Dragons,notExplicit,Alternative,13
784,Smoke + Mirrors (Deluxe),Imagine Dragons,notExplicit,Alternative,22
785,Origins,Imagine Dragons,notExplicit,Alternative,13
786,Born to Be Yours - Single,Kygo & Imagine Dragons,notExplicit,Dance,1
787,iTunes Session - EP,Imagine Dragons,notExplicit,Alternative,5
788,"Zero (From the Original Motion Picture ""Ralph Breaks The Internet"") - Single",Imagine Dragons,notExplicit,Alternative,1
789,Live at AllSaints Studios - EP,Imagine Dragons,notExplicit,Alternative,4
790,Believer (feat. Lil Wayne) - Single,Imagine Dragons,notExplicit,Alternative,1
791,Thunder / Young Dumb & Broke (Medley) - Single,Imagine Dragons & Khalid,notExplicit,Alternative,1
792,I Love You All the Time (Play It Forward Campaign) - Single,Imagine Dragons,notExplicit,Rock,1
793,Birds (feat. Elisa) - Single,Imagine Dragons,notExplicit,Alternative,1
794,Shots - EP,Imagine Dragons,notExplicit,Alternative,3
795,Thunder (Official Remix) - Single,Imagine Dragons & K.Flay,notExplicit,Alternative,1
796,Roots - Single,Imagine Dragons,notExplicit,Alternative,1
797,Continued Silence - EP,Imagine Dragons,notExplicit,Alternative,6
798,Bad Liar – Stripped - Single,Imagine Dragons,notExplicit,Alternative,1
799,Levitate (From the Original Motion Picture “Passengers”) - Single,Imagine Dragons,notExplicit,Alternative,1
800,Whatever It Takes (Miss Congeniality Remix) - Single,Imagine Dragons & Miss Congeniality,notExplicit,Alternative,1
801,Believer (Kaskade Remix) - Single,Imagine Dragons,notExplicit,Alternative,1
802,Radioactive (feat. Kendrick Lamar) - Single,Imagine Dragons,explicit,Alternative,1
803,Shots (Future Bass Remix) - Single,Jared Jordan & Imagine Dragons,notExplicit,Dance,1
804,Demons - Single,Imagine Dragons,notExplicit,Alternative,3
805,The Archive - EP,Imagine Dragons,notExplicit,Alternative,5
806,I Bet My Life (Remixes) - EP,Imagine Dragons,notExplicit,Alternative,4
807,I Bet My Life (Vinyljackers Remix) - Single,Imagine Dragons,notExplicit,Dance,1
808,Radioactive (feat. Kendrick Lamar) - Single,Imagine Dragons,cleaned,Alternative,1
809,Whatever It Takes (Jorgen Odegard Remix) - Single,Imagine Dragons,notExplicit,Alternative,1
810,Dream (Jorgen Odegard Remix) - Single,Imagine Dragons,notExplicit,Alternative,1
811,It's Time (Remixes) - EP,Imagine Dragons,notExplicit,Alternative,4
812,Lullaby Renditions of Imagine Dragons,Rockabye Baby!,notExplicit,Lullabies,13
813,Lullaby Renditions of Imagine Dragons - Night Visions,Baby Rockstar,notExplicit,Lullabies,11
814,VSQ Performs Imagine Dragons,Vitamin String Quartet,notExplicit,Rock,8
815,Piano Dreamers Renditions of Imagine Dragons (Instrumental),Piano Dreamers,notExplicit,Instrumental,11
816,AH Performs Imagine Dragons,Acoustic Heartstrings,notExplicit,Rock,8
817,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,explicit,Alternative,12
818,Breach - EP,Lewis Capaldi,notExplicit,Alternative,4
819,Bloom - EP,Lewis Capaldi,explicit,Alternative,4
820,Someone You Loved (Future Humans Remix) - Single,Lewis Capaldi,notExplicit,Alternative,1
821,Someone You Loved (Madism Radio Mix) - Single,Lewis Capaldi,notExplicit,Alternative,1
822,Up Next Live From Apple Champs-Élysées - EP,Lewis Capaldi,notExplicit,Alternative,5
823,Tough (Acoustic) - Single,Lewis Capaldi,notExplicit,Alternative,1
824,Tough - Single,Lewis Capaldi,notExplicit,Alternative,1
825,Rush (feat. Jessie Reyez) - Single,Lewis Capaldi,notExplicit,Alternative,1
826,Grace - Single,Lewis Capaldi,notExplicit,Alternative,1
827,Hold Me While You Wait (Steve Void Remix) - Single,Lewis Capaldi,notExplicit,Alternative,1
828,Grace (Acoustic) - Single,Lewis Capaldi,notExplicit,Alternative,1
829,Someone You Loved (Live from Capitol Studios / 1 Mic 1 Take) - Single,Lewis Capaldi,notExplicit,Alternative,1
830,Tough (Remixes) - Single,Lewis Capaldi,notExplicit,Alternative,2
831,Lost On You - Single,Lewis Capaldi,notExplicit,Alternative,1
832,"Grace (Hi, I’m Claude Remix) - Single",Lewis Capaldi,notExplicit,Alternative,1
833,Lewis Capaldi - Single,Royal Sadness,notExplicit,Techno,1
834,Someone You Loved (feat. Clyde Capaldi) - Single,Alex Lewis,notExplicit,Pop,1
835,Someone You Loved (feat. Clyde Capaldi) - Single,Alex Lewis,notExplicit,Alternative,1
836,Indigo,Chris Brown,explicit,R&B/Soul,32
837,F.A.M.E. (Expanded Edition),Chris Brown,explicit,R&B/Soul,18
838,Royalty (Deluxe Version),Chris Brown,explicit,R&B/Soul,18
839,Heartbreak on a Full Moon,Chris Brown,explicit,R&B/Soul,45
840,Fan of a Fan the Album (Expanded Edition),Chris Brown X Tyga,explicit,Hip-Hop/Rap,16
841,Exclusive (Expanded Edition),Chris Brown,notExplicit,R&B/Soul,18
842,X (Expanded Edition),Chris Brown,explicit,R&B/Soul,22
843,Chris Brown (Expanded Edition),Chris Brown,notExplicit,R&B/Soul,18
844,Five More Hours - Single,Deorro & Chris Brown,notExplicit,Dance,1
845,Dreamer - Single,Chris Brown,notExplicit,R&B/Soul,1
846,Party (feat. Gucci Mane & Usher) - Single,Chris Brown,explicit,R&B/Soul,1
847,No Guidance (feat. Drake) - Single,Chris Brown,explicit,R&B/Soul,1
848,Privacy - Single,Chris Brown,explicit,R&B/Soul,1
849,Deuces Remix - EP,Chris Brown,explicit,R&B/Soul,5
850,Don't Wake Me Up (Remixes),Chris Brown,notExplicit,R&B/Soul,7
851,Grass Ain't Greener - Single,Chris Brown,explicit,R&B/Soul,1
852,No Air Duet - Single,Chris Brown & Jordin Sparks,notExplicit,Pop,2
853,Heartbreak on a Full Moon (Deluxe Edition): Cuffing Season - 12 Days of Christmas,Chris Brown,explicit,R&B/Soul,57
854,Royalty (Deluxe Version),Chris Brown,cleaned,R&B/Soul,18
855,Back to Sleep (Remix) [feat. Usher & ZAYN] - Single,Chris Brown,explicit,R&B/Soul,1
856,Indigo,Chris Brown,cleaned,R&B/Soul,32
857,"Pills & Automobiles (feat. Yo Gotti, A Boogie wit da Hoodie & Kodak Black) - Single",Chris Brown,explicit,R&B/Soul,1
858,Questions - Single,Chris Brown,notExplicit,R&B/Soul,1
859,Stranger Things - Single,Joyner Lucas & Chris Brown,explicit,Hip-Hop/Rap,1
860,No Guidance (feat. Drake) - Single,Chris Brown,cleaned,R&B/Soul,1
861,Royalty,Chris Brown,cleaned,R&B/Soul,14
862,Undecided - Single,Chris Brown,explicit,R&B/Soul,1
863,Party (feat. Gucci Mane & Usher) - Single,Chris Brown,cleaned,R&B/Soul,1
864,Paradise (Radio Edit) - Single,Benny Benassi & Chris Brown,notExplicit,House,1
865,Heartbreak on a Full Moon,Chris Brown,cleaned,R&B/Soul,45
866,Light It Up - Single,"Marshmello, Tyga & Chris Brown",explicit,Hip-Hop/Rap,1
867,Dan + Shay,Dan + Shay,notExplicit,Country,11
868,Where It All Began,Dan + Shay,notExplicit,Country,12
869,Obsessed,Dan + Shay,notExplicit,Country,10
870,Dan + Shay (Acoustic) - Single,Dan + Shay,notExplicit,Country,2
871,Speechless (feat. Tori Kelly) - Single,Dan + Shay,notExplicit,Country,1
872,Have Yourself a Merry Little Christmas - Single,Dan + Shay,notExplicit,Holiday,1
873,Dan + Shay (The Vocals) - Single,Dan + Shay,notExplicit,Country,2
874,Tequila (R3HAB Remix) - Single,Dan + Shay,notExplicit,Country,1
875,Tequila (The Remixes) - EP,Dan + Shay,notExplicit,Pop,5
876,Keeping Score (Acoustic) - Single,Dan + Shay,notExplicit,Country,1
877,Tequila (Robin Schulz Remix) - Single,Dan + Shay,notExplicit,Pop,1
878,Tequila (Cover of Dan and Shay) - Single,Chris J Walker,notExplicit,Country,1
879,Speechless (Cover of Dan and Shay) - Single,Chris J Walker,notExplicit,Country,1
880,Dan and Shay,Country Musical,notExplicit,Alternative,13
881,Fate and Shay - EP,Dan Hargroves,notExplicit,Country,5
882,Speechless - Single,Lawrence Shay & Dan Williams,notExplicit,Pop,1
883,Acoustic Tribute to Dan + Shay (Instrumental),Guitar Tribute Players,notExplicit,Instrumental,11
884,Tequila (feat. Dan Williams) - Single,Lawrence Shay,notExplicit,Country,1
885,MGM Sampler 02 - Single,"Ruffault, Dan Ginolfi & DJ Shy",notExplicit,House,3
886,EDM Instrumental - Lazer: Dan Shay - Single,TOTALBEAT MAKERS,notExplicit,K-Pop,1
887,EDM Instrumental: Dan Shay - Single,TOTALBEAT MAKERS,notExplicit,K-Pop,1
888,Feel Free (feat. Shy Kid Nation & Saint Loe) - Single,Dan Fresher,explicit,Hip-Hop/Rap,1
889,Don't Be Shy,Dan Oettel,notExplicit,Jazz,15
890,Shy Guy - Single,Gully J-Dan,explicit,Hip-Hop/Rap,1
891,Invasion of Privacy,Cardi B,explicit,Hip-Hop/Rap,13
892,Please Me - Single,Cardi B & Bruno Mars,explicit,Hip-Hop/Rap,1
893,YES - Single,"Fat Joe, Cardi B & Anuel AA",explicit,Hip-Hop/Rap,1
894,Invasion of Privacy,Cardi B,cleaned,Hip-Hop/Rap,13
895,"Gangsta Bitch Music, Vol. 1",Cardi B,explicit,Hip-Hop/Rap,13
896,Please Me - Single,Cardi B & Bruno Mars,cleaned,Hip-Hop/Rap,1
897,Money - Single,Cardi B,explicit,Hip-Hop/Rap,1
898,"Gangsta Bitch Music, Vol. 2",Cardi B,explicit,Hip-Hop/Rap,10
899,I Like It (Dillon Francis Remix) - Single,"Cardi B, Bad Bunny & J Balvin",explicit,Dance,1
900,YES - Single,"Fat Joe, Cardi B & Anuel AA",cleaned,Hip-Hop/Rap,1
901,Press - Single,Cardi B,explicit,Hip-Hop/Rap,1
902,Money - Single,Cardi B,cleaned,Hip-Hop/Rap,1
903,Bodak Yellow (feat. Kodak Black) - Single,Cardi B,explicit,Hip-Hop/Rap,1
904,Stripper Hoe - Single,Cardi B,explicit,Hip-Hop/Rap,1
905,Press - Single,Cardi B,cleaned,Hip-Hop/Rap,1
906,What a Girl Likes - Single,Cardi B,explicit,Hip-Hop/Rap,1
907,I Like It (feat. Kontra K and AK Ausserkontrolle) - Single,Cardi B,explicit,Hip-Hop/Rap,1
908,Bodak Yellow (feat. Messiah) [Latin Trap Remix] - Single,Cardi B,cleaned,Urbano latino,1
909,Bronx Season - Single,Cardi B,explicit,Hip-Hop/Rap,1
910,Bodak Yellow (feat. Messiah) [Latin Trap Remix] - Single,Cardi B,explicit,Urbano latino,1
911,Girls Like You (feat. Cardi B) - Single,Maroon 5,explicit,Pop,1
912,Finesse (Remix) [feat. Cardi B] - Single,Bruno Mars,notExplicit,R&B/Soul,1
913,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B) - Single",DJ Snake,explicit,Dance,1
914,Stripper Hoe - Single,Cardi B,cleaned,Hip-Hop/Rap,1
915,What a Girl Likes - Single,Cardi B,cleaned,Hip-Hop/Rap,1
916,Girls Like You (feat. Cardi B) - Single,Maroon 5,cleaned,Pop,1
917,Dinero (feat. DJ Khaled & Cardi B) - Single,Jennifer Lopez,notExplicit,Pop,1
918,Backin' It Up (feat. Cardi B) - Single,Pardison Fontaine,explicit,Hip-Hop/Rap,1
919,Thotiana (Remix) [feat. Cardi B & YG] - Single,Blueface,explicit,Hip-Hop/Rap,1
920,"Ahora Dice (Real Hasta La Muerte Remix) [feat. Cardi B, Offset, Anuel & Arcángel] - Single","Chris Jeday, J Balvin & Ozuna",explicit,Urbano latino,1
921,Backin' It Up (feat. Cardi B) - Single,Pardison Fontaine,cleaned,Hip-Hop/Rap,1
922,Who Want the Smoke? (feat. Cardi B & Offset) - Single,Lil Yachty,explicit,Hip-Hop/Rap,1
923,Thotiana (Remix) [feat. Cardi B & YG] - Single,Blueface,cleaned,Hip-Hop/Rap,1
924,Taki Taki (feat. Cardi B) - Single,"DJ Snake, Selena Gomez & Ozuna",cleaned,Dance,1
925,Finesse (Remixes) [feat. Cardi B] - Single,Bruno Mars,notExplicit,Dance,2
926,Heaven on My Mind (feat. Cardi B) - Single,Josh X,notExplicit,R&B/Soul,1
927,Want My Love Back (feat. Cardi B & Ryan Dudley) - Single,Cashflow Harlem,explicit,Hip-Hop/Rap,1
928,Dinero (feat. DJ Khaled & Cardi B) [CADE Remix] - Single,Jennifer Lopez,notExplicit,Pop,1
929,"Island Girls (feat. Cardi B, Josh X & Young Chow) - Single",HoodCelebrityy,notExplicit,Reggae,1
930,"I Like It (Originally Performed by Cardi B, Bad Bunny & J Balvin) [Karaoke Instrumental] - Single",Kmp,notExplicit,Hip-Hop/Rap,1
931,Girls Like You (feat. Cardi B) [St. Vincent Remix] - Single,Maroon 5,explicit,Pop,1
932,Cute (feat. Cardi B) [Remix] - Single,DRAM,explicit,Hip-Hop/Rap,1
933,Who Want the Smoke? (feat. Cardi B & Offset) - Single,Lil Yachty,cleaned,Hip-Hop/Rap,1
934,Gimme Head Too (feat. Cardi B) - Single,J.R.,explicit,Hip-Hop/Rap,1
935,F**k Me Up (feat. Cardi B) [Extended Mix] - Single,TJR,explicit,Dance,1
936,"Girls (feat. Cardi B, Bebe Rexha & Charli XCX) [Steve Aoki Remix] - Single",Rita Ora,notExplicit,Dance,1
937,Want My Love Back (feat. Cardi B & Ryan Dudley) - Single,Cashflow Harlem,notExplicit,Hip-Hop/Rap,1
938,Girls Like You (feat. Cardi B) [CRAY Remix] - Single,Maroon 5 & CRAY,explicit,Pop,1
939,Right Now (feat. Cardi B) - Single,PHRESHER,cleaned,Hip-Hop/Rap,1
940,"Girls (feat. Cardi B, Bebe Rexha & Charli XCX) [Martin Jensen Remix] - Single",Rita Ora,notExplicit,Dance,1
941,Pray For the Wicked,Panic! At the Disco,explicit,Alternative,11
942,A Fever You Can't Sweat Out,Panic! At the Disco,explicit,Alternative,13
943,Death Of A Bachelor,Panic! At the Disco,explicit,Alternative,11
944,"Too Weird To Live, Too Rare To Die!",Panic! At the Disco,explicit,Alternative,10
945,Pretty. Odd. (Deluxe Version),Panic! At the Disco,notExplicit,Alternative,19
946,Vices & Virtues (Deluxe Version),Panic! At the Disco,notExplicit,Alternative,13
947,Pretty. Odd.,Panic! At the Disco,notExplicit,Alternative,16
948,Vices & Virtues,Panic! At the Disco,notExplicit,Alternative,10
949,C'Mon (with Fun.) - Single,Panic! At the Disco,notExplicit,Alternative,1
950,"All My Friends, We're Glorious: Death of a Bachelor Tour Live",Panic! At the Disco,explicit,Alternative,21
951,Live Session (iTunes Exclusive) - Single,Panic! At the Disco,explicit,Alternative,3
952,iTunes Live - EP,Panic! At the Disco,notExplicit,Alternative,6
953,Live In Chicago,Panic! At the Disco,explicit,Alternative,21
954,Panic! At the Disco Video Catalog,Panic! At the Disco,explicit,Alternative,10
955,High Hopes (White Panda Remix) - Single,Panic! At the Disco,notExplicit,Alternative,1
956,High Hopes (Live) - Single,Panic! At the Disco,notExplicit,Alternative,1
957,High Hopes (Don Diablo Remix) - Single,Panic! At the Disco,notExplicit,Dance,1
958,Victorious (RAC Mix) - Single,Panic! At the Disco,notExplicit,Alternative,1
959,Say Amen (Saturday Night) [Sweater Beats Remix] - Single,Panic! At the Disco,notExplicit,Alternative,1
960,Strung Out! VSQ Performs Panic! At The Disco,Vitamin String Quartet,notExplicit,Pop Punk,13
961,Piano Dreamers Cover Panic! At the Disco,Piano Dreamers,notExplicit,Rock,20
962,VSQ Performs Panic at the Disco's Pretty. Odd,Vitamin String Quartet,notExplicit,EMO,15
963,Lullaby Versions of Panic! At the Disco - EP,Twinkle Twinkle Little Rock Star,notExplicit,Children's Music,6
964,MSQ Performs Panic! At the Disco,Midnite String Quartet,notExplicit,Rock,13
965,Lullaby Versions of Panic! at the Disco,Twinkle Twinkle Little Rock Star,notExplicit,Children's Music,15
966,8-Bit Versions of Panic! at the Disco,8-Bit Misfits,notExplicit,Rock,8
967,MCP Performs the Greatest Hits of Panic! At the Disco (Instrumental),Molotov Cocktail Piano,notExplicit,Instrumental,17
968,High Hopes (Originally Performed by Panic! at the Disco) [Karaoke Version] - Single,DJ Cover That,notExplicit,Alternative,1
969,Panic at the Disco - EP,Davide Neri,notExplicit,House,4
970,Panic At The Disco - Single,FUNKYTHOWDJ,notExplicit,House,2
971,For the Faithless - A Panic! At the Disco Tribute,Future Of The Purple,explicit,Alternative,17
972,Panic at the Disco - Single,Atypical,notExplicit,Pop,1
973,Panic at the Disco! - Single,Marcus Ryan,explicit,Hip-Hop/Rap,1
974,The Panic At the Disco,Aloxondoro,notExplicit,Alternative,9
975,ALO Performs Panic! at the Disco,Ambient Light Orchestra,notExplicit,Ambient,8
976,ME! (Originally Performed by Taylor Swift and Panic! At the Disco) [Instrumental Karaoke] - Single,MC Karaoke,notExplicit,Pop,1
977,High Hopes (David Puentez Unofficial Remix) [Panic! At the Disco] - Single,David Puentez,notExplicit,House,1
978,Experiment,Kane Brown,notExplicit,Country,13
979,Kane Brown (Deluxe Edition),Kane Brown,notExplicit,Country,16
980,Kane Brown,Kane Brown,notExplicit,Country,12
981,Chapter 1 - EP,Kane Brown,notExplicit,Country,5
982,Closer - EP,Kane Brown,notExplicit,Country,6
983,One Thing Right - Single,Marshmello & Kane Brown,notExplicit,Pop,1
984,Saturday Nights REMIX - Single,Khalid & Kane Brown,explicit,R&B/Soul,1
985,I Love That I Hate You - Single,Kane Brown,notExplicit,Country,1
986,Weekend - Single,Kane Brown,notExplicit,Country,2
987,Like a Rodeo - Single,Kane Brown,notExplicit,Country,1
988,Lost in the Middle of Nowhere (Spanish Remix) - Single,Kane Brown & Becky G.,notExplicit,Urbano latino,1
989,Don't Go City on Me - Single,Kane Brown,notExplicit,Country,1
990,Can't Stop Love - Single,Chandler Stephens & Kane Brown,notExplicit,Country,1
991,Lost in the Middle of Nowhere - Single,Kane Brown & Becky G.,notExplicit,Country,1
992,One Thing Right (Remixes) - EP,Marshmello & Kane Brown,notExplicit,Dance,5
993,Heaven (Acoustic) - Single,Kane Brown,notExplicit,Country,1
994,Saturday Nights REMIX - Single,Khalid & Kane Brown,cleaned,R&B/Soul,1
995,What Ifs (Remix) [feat. Lauren Alaina] - Single,Kane Brown,notExplicit,Country,1
996,Good As You - Stripped - Single,Kane Brown,notExplicit,Country,2
997,Good as You (Live) - Single,Kane Brown,notExplicit,Country,1
998,Good as You (Digital Farm Animals Remix) - Single,Kane Brown x Digital Farm Animals,notExplicit,Pop,1
999,Never Be the Same (feat. Kane Brown) - Single,Camila Cabello,notExplicit,Pop,1
1000,Experiment,Kane Brown,notExplicit,Country,14
1001,Hold Me Tight (feat. Kane Brown) - Single,C.E.O. & Haden Sightz,explicit,Hip-Hop/Rap,1
1002,Chatt Chatt (feat. Kane Brown) - Single,Haden Sightz,notExplicit,Hip-Hop/Rap,1
1003,Homesick (feat. Marcus Kane) - Single,Brendan Brown,notExplicit,Country,1
1004,Good as You (feat. Johnny Kane) - Single,Brice Brown,notExplicit,Alternative Country,1
1005,Australian Favourite Nursery Rhymes,"Genni Kane, Johanna Connolly, Libby Ashton-Jones, Hannah Kane & Emily Brown",notExplicit,Children's Music,50
1006,What Ifs (Daddy a-Kicker Unofficial Remix) [Kane Brown & Lauren] - Single,Daddy A-Kicker,notExplicit,Country,1
1007,Lose It (feat. Marcus Kane) - Single,Brendan Brown,notExplicit,Country,1
1008,One Thing Right (feat. Michael Kane) - Single,Bryce Brown,notExplicit,Country,1
1009,Rodeo (feat. Marcus Kane) - Single,Brendan Brown,notExplicit,Country,1
1010,Lose It (feat. Marcus Kane) - Single,Brendan Brown,notExplicit,Country,1
1011,I Just Made a Hit (feat. Nino Brown) - Single,Jubee Kane,explicit,Hip-Hop/Rap,1
1012,We Lay a Brother Down (feat. Cody Brown) - Single,Kane Incognito,notExplicit,Rock,1
1013,Heaven (feat. Riley Brown) - Single,Marcus Kane,notExplicit,Alternative Country,1
1014,Drip Harder,Lil Baby & Gunna,explicit,Hip-Hop/Rap,13
1015,Harder Than Ever,Lil Baby,explicit,Hip-Hop/Rap,17
1016,Street Gossip,Lil Baby,explicit,Hip-Hop/Rap,13
1017,Too Hard,Lil Baby,explicit,Hip-Hop/Rap,16
1018,Drip Harder,Lil Baby & Gunna,cleaned,Hip-Hop/Rap,13
1019,Baby - Single,"Quality Control, Lil Baby & DaBaby",explicit,Hip-Hop/Rap,1
1020,Harder Than Hard,Lil Baby,explicit,Hip-Hop/Rap,12
1021,Leave Em Alone (feat. PnB Rock) - Single,"Layton Greene, Lil Baby & City Girls",explicit,R&B/Soul,1
1022,Harder Than Ever,Lil Baby,cleaned,Hip-Hop/Rap,17
1023,Tha Carter IV (Deluxe Edition),Lil Wayne,explicit,Hip-Hop/Rap,20
1024,Out the Mud - Single,Lil Baby & Future,explicit,Hip-Hop/Rap,1
1025,Tha Carter III,Lil Wayne,explicit,Hip-Hop/Rap,18
1026,Leave Em Alone (feat. PnB Rock) - Single,"Layton Greene, Lil Baby & City Girls",cleaned,R&B/Soul,1
1027,I Am Not a Human Being II (Deluxe Version),Lil Wayne,explicit,Hip-Hop/Rap,18
1028,Perfect Timing,Lil Baby,explicit,Hip-Hop/Rap,12
1029,Tha Carter II,Lil Wayne,explicit,Hip-Hop/Rap,22
1030,Out the Mud - Single,Lil Baby & Future,cleaned,Hip-Hop/Rap,1
1031,Rebirth (Deluxe Version),Lil Wayne,explicit,Hip-Hop/Rap,14
1032,Baby - Single,"Quality Control, Lil Baby & DaBaby",cleaned,Hip-Hop/Rap,1
1033,I Am Not a Human Being,Lil Wayne,explicit,Hip-Hop/Rap,14
1034,Street Gossip,Lil Baby,cleaned,Hip-Hop/Rap,13
1035,Like Father Like Son,Birdman & Lil Wayne,explicit,Hip-Hop/Rap,25
1036,Tha Carter V,Lil Wayne,explicit,Hip-Hop/Rap,23
1037,Tha Carter,Lil Wayne,explicit,Hip-Hop/Rap,21
1038,I Am Not a Human Being,Lil Wayne,explicit,Hip-Hop/Rap,11
1039,All of a Sudden (feat. Moneybagg Yo) - Single,Lil Baby,explicit,Hip-Hop/Rap,1
1040,Leave Em Alone (feat. City Girls & PnB Rock) - Single,"Quality Control, Layton Greene & Lil Baby",explicit,Hip-Hop/Rap,1
1041,The Leak - EP,Lil Wayne,explicit,Hip-Hop/Rap,5
1042,Southside - Single,Lil Baby,explicit,Hip-Hop/Rap,1
1043,Lollipop - Single,Lil Wayne,explicit,Hip-Hop/Rap,1
1044,"Low (feat. Nicki Minaj, Lil Bibby & Young Thug) - Single",Juicy J,explicit,Hip-Hop/Rap,1
1045,Tha Carter III,Lil Wayne,cleaned,Hip-Hop/Rap,16
1046,Lil Cali & Pakistan - Single,Ralo & Lil Baby,explicit,Hip-Hop/Rap,1
1047,All of a Sudden (feat. Moneybagg Yo) - Single,Lil Baby,cleaned,Hip-Hop/Rap,1
1048,Tha Carter IV,Lil Wayne,explicit,Hip-Hop/Rap,16
1049,Leave Em Alone (feat. City Girls & PnB Rock) - Single,"Quality Control, Layton Greene & Lil Baby",cleaned,Hip-Hop/Rap,1
1050,Tha Carter IV (Deluxe Edition),Lil Wayne,cleaned,Hip-Hop/Rap,20
1051,Racks on Me - Single,Drako & Lil Baby,explicit,Hip-Hop,1
1052,"We Takin' Over (feat. Akon, T.I., Rick Ross, Fat Joe, Baby & Lil' Wayne) - Single",DJ Khaled,explicit,Hip-Hop/Rap,1
1053,Phone Down - Single,Stefflon Don & Lil Baby,explicit,Hip-Hop/Rap,1
1054,Prom Queen - Single,Lil Wayne,cleaned,Hip-Hop/Rap,1
1055,2 The Hard Way,Lil Baby & Marlo,explicit,Hip-Hop/Rap,9
1056,Tha Carter II,Lil Wayne,cleaned,Hip-Hop/Rap,22
1057,I Am Not a Human Being,Lil Wayne,cleaned,Hip-Hop/Rap,14
1058,Like Father Like Son,Birdman & Lil Wayne,cleaned,Hip-Hop/Rap,25
1059,Rebirth,Lil Wayne,cleaned,Hip-Hop/Rap,12
1060,"Main Chick (Remix) [feat. Chris Brown, French Montana, Yo Gotti, Tyga & Lil Bibby] - Single",Kid Ink,explicit,Hip-Hop/Rap,1
1061,Nothing But Trouble (Instagram Models) - Single,Lil Wayne & Charlie Puth,explicit,Hip-Hop,1
1062,Rebirth,Lil Wayne,explicit,Hip-Hop/Rap,12
1063,Tha Block Is Hot,Lil Wayne,explicit,Hip-Hop/Rap,17
1064,In the Lonely Hour,Sam Smith,notExplicit,Pop,10
1065,The Thrill of It All (Special Edition),Sam Smith,explicit,Pop,15
1066,In the Lonely Hour (Drowning Shadows Edition),Sam Smith,notExplicit,Pop,23
1067,Dancing with a Stranger - Single,Sam Smith & Normani,notExplicit,Pop,1
1068,The Thrill of It All (Special Edition),Sam Smith,cleaned,Pop,15
1069,How Do You Sleep? - Single,Sam Smith,notExplicit,Pop,1
1070,The Thrill of It All,Sam Smith,explicit,Pop,11
1071,Promises - Single,"Calvin Harris, Sam Smith",notExplicit,Dance,1
1072,Fire on Fire - Single,Sam Smith,notExplicit,Pop,1
1073,Pray (feat. Logic) - Single,Sam Smith,explicit,Pop,1
1074,The Thrill of It All,Sam Smith,cleaned,Pop,11
1075,When It's Alright (Remixes) - Single,Sam Smith,notExplicit,Electronic,2
1076,Dancing with a Stranger (Acoustic) - Single,Sam Smith & Normani,notExplicit,Pop,1
1077,Dancing with a Stranger (Cheat Codes Remix) - Single,Sam Smith & Normani,notExplicit,Pop,1
1078,Promises (Remixes),"Calvin Harris, Sam Smith",notExplicit,Dance,9
1079,Start (The First Album),Sam Smith,notExplicit,Classical,12
1080,Writing's On the Wall - Single,Sam Smith,notExplicit,Pop,1
1081,How Do You Sleep? (Acoustic) - Single,Sam Smith,notExplicit,Pop,1
1082,Deep Inside (Dan' Fon'Kér),Sam Smith,notExplicit,Alternative,8
1083,Stay With Me (Deluxe Single) - Single,Sam Smith,notExplicit,Pop,2
1084,Pray (feat. Logic) - Single,Sam Smith,cleaned,Pop,1
1085,Sam Smith Diva Boy - Film Soundtrack,Sam Smith,notExplicit,Pop,15
1086,Too Good At Goodbyes (Acoustic) - Single,Sam Smith,notExplicit,Pop,1
1087,Master's Butterfly,Sam Smith,notExplicit,Christian & Gospel,11
1088,Promises (Sonny Fodera Extended Remix) - Single,"Calvin Harris, Sam Smith",notExplicit,Dance,1
1089,Nirvana - EP,Sam Smith,notExplicit,Pop,7
1090,Pray (MK Remix) - Single,Sam Smith,explicit,Pop,1
1091,Nirvana - EP,Sam Smith,notExplicit,Pop,4
1092,In the Lonely Hour,Sam Smith,notExplicit,Pop,10
1093,Too Good at Goodbyes (Galantis Remix) - Single,Sam Smith & Galantis,notExplicit,Pop,1
1094,Heat - Seeker - Single,Sam Smith,notExplicit,Dance,2
1095,A Christmas Timeline - Single,Sam Smith,notExplicit,Classical,1
1096,Together - Single,"Sam Smith, Nile Rodgers, Disclosure & Jimmy Napes",notExplicit,Dance,1
1097,Have Yourself a Merry Little Christmas - Single,Sam Smith,notExplicit,Holiday,1
1098,"Baby, You Make Me Crazy (Friction Remix) - Single",Sam Smith,notExplicit,Pop,1
1099,Promises (David Guetta Extended Remix) - Single,"Calvin Harris, Sam Smith",notExplicit,Dance,1
1100,Party Of One (feat. Sam Smith) - Single,Brandi Carlile,notExplicit,Singer/Songwriter,1
1101,Further,Sam Smith,notExplicit,Blues,10
